guid,loginDateFormat,loginDay
2106952,2018-05-11 19:52:36,2018-05-11
1841602,2018-05-11 19:52:40,2018-05-11
1723625,2018-05-11 19:52:42,2018-05-11
1448617,2018-05-11 19:52:46,2018-05-11
166874,2018-05-11 19:52:58,2018-05-11
1442471,2018-05-11 19:53:06,2018-05-11
1455490,2018-05-11 19:53:08,2018-05-11
698489,2018-05-11 19:53:08,2018-05-11
801413,2018-05-11 19:53:14,2018-05-11
1446935,2018-05-11 19:53:24,2018-05-11
961163,2018-05-11 19:53:24,2018-05-11
1413148,2018-05-11 19:53:27,2018-05-11
1975700,2018-05-11 19:53:38,2018-05-11
1002968,2018-05-11 19:53:38,2018-05-11
1373094,2018-05-11 19:53:39,2018-05-11
1279200,2018-05-11 19:53:41,2018-05-11
1180719,2018-05-11 19:53:53,2018-05-11
1186338,2018-05-11 19:53:54,2018-05-11
1590162,2018-05-11 19:54:00,2018-05-11
1164649,2018-05-11 19:54:00,2018-05-11
1574153,2018-05-11 19:54:03,2018-05-11
908478,2018-05-11 19:54:15,2018-05-11
2116557,2018-05-11 19:54:19,2018-05-11
644866,2018-05-11 19:54:20,2018-05-11
1422389,2018-05-11 19:54:21,2018-05-11
1984010,2018-05-11 19:54:24,2018-05-11
1199305,2018-05-11 19:54:25,2018-05-11
926478,2018-05-11 19:54:28,2018-05-11
1323045,2018-05-11 19:54:33,2018-05-11
1935759,2018-05-11 19:54:40,2018-05-11
2085842,2018-05-11 19:54:44,2018-05-11
1941630,2018-05-11 19:54:45,2018-05-11
1540173,2018-05-11 19:54:47,2018-05-11
1328047,2018-05-11 19:54:51,2018-05-11
1162225,2018-05-11 19:54:51,2018-05-11
1615739,2018-05-11 19:55:01,2018-05-11
1430162,2018-05-11 19:55:04,2018-05-11
1175449,2018-05-11 19:55:05,2018-05-11
982180,2018-05-11 19:55:07,2018-05-11
1495339,2018-05-11 19:55:08,2018-05-11
1199305,2018-05-11 19:55:08,2018-05-11
1826611,2018-05-11 19:55:11,2018-05-11
1196884,2018-05-11 19:55:19,2018-05-11
2010476,2018-05-11 19:55:22,2018-05-11
2095272,2018-05-11 19:55:27,2018-05-11
1917588,2018-05-11 19:55:29,2018-05-11
1198604,2018-05-11 19:55:30,2018-05-11
1538826,2018-05-11 19:55:36,2018-05-11
1641178,2018-05-11 19:55:37,2018-05-11
1190764,2018-05-11 19:55:43,2018-05-11
-4,2018-05-11 19:55:46,2018-05-11
1196884,2018-05-11 19:55:50,2018-05-11
1323159,2018-05-11 19:55:58,2018-05-11
1971299,2018-05-11 19:56:01,2018-05-11
1951065,2018-05-11 19:56:04,2018-05-11
1680078,2018-05-11 19:56:06,2018-05-11
1189328,2018-05-11 19:56:14,2018-05-11
1975372,2018-05-11 19:56:24,2018-05-11
989832,2018-05-11 19:56:31,2018-05-11
1187753,2018-05-11 19:56:36,2018-05-11
1317447,2018-05-11 19:56:43,2018-05-11
1234871,2018-05-11 19:56:44,2018-05-11
1425020,2018-05-11 19:56:45,2018-05-11
760046,2018-05-11 19:56:45,2018-05-11
-5,2018-05-11 19:56:49,2018-05-11
1202445,2018-05-11 19:56:50,2018-05-11
989832,2018-05-11 19:56:54,2018-05-11
1708613,2018-05-11 19:56:54,2018-05-11
2081737,2018-05-11 19:57:03,2018-05-11
87627,2018-05-11 19:57:16,2018-05-11
2045564,2018-05-11 19:57:18,2018-05-11
910516,2018-05-11 19:57:21,2018-05-11
1428090,2018-05-11 19:57:24,2018-05-11
802792,2018-05-11 19:57:26,2018-05-11
1630957,2018-05-11 19:57:34,2018-05-11
937883,2018-05-11 19:57:36,2018-05-11
1785965,2018-05-11 19:57:37,2018-05-11
2040462,2018-05-11 19:57:39,2018-05-11
1749381,2018-05-11 19:57:40,2018-05-11
1925029,2018-05-11 19:57:42,2018-05-11
845943,2018-05-11 19:57:47,2018-05-11
2044284,2018-05-11 19:57:55,2018-05-11
652578,2018-05-11 19:57:56,2018-05-11
1368825,2018-05-11 19:57:58,2018-05-11
1643583,2018-05-11 19:58:04,2018-05-11
1152893,2018-05-11 19:58:05,2018-05-11
1631087,2018-05-11 19:58:16,2018-05-11
1680078,2018-05-11 19:58:17,2018-05-11
1162230,2018-05-11 19:58:17,2018-05-11
2034507,2018-05-11 19:58:19,2018-05-11
787755,2018-05-11 19:58:26,2018-05-11
2059238,2018-05-11 19:58:33,2018-05-11
1416653,2018-05-11 19:58:36,2018-05-11
1318176,2018-05-11 19:58:36,2018-05-11
1273408,2018-05-11 19:58:37,2018-05-11
1196620,2018-05-11 19:58:38,2018-05-11
2109481,2018-05-11 19:58:46,2018-05-11
1184390,2018-05-11 19:58:53,2018-05-11
854809,2018-05-11 19:58:55,2018-05-11
792734,2018-05-11 19:58:58,2018-05-11
2107827,2018-05-11 19:59:02,2018-05-11
1199305,2018-05-11 19:59:07,2018-05-11
642798,2018-05-11 19:59:10,2018-05-11
1899142,2018-05-11 19:59:12,2018-05-11
108755,2018-05-11 19:59:12,2018-05-11
682191,2018-05-11 19:59:13,2018-05-11
1180981,2018-05-11 19:59:15,2018-05-11
1680078,2018-05-11 19:59:17,2018-05-11
754837,2018-05-11 19:59:19,2018-05-11
1872833,2018-05-11 19:59:23,2018-05-11
2073627,2018-05-11 19:59:27,2018-05-11
1443131,2018-05-11 19:59:33,2018-05-11
1188483,2018-05-11 19:59:33,2018-05-11
757045,2018-05-11 19:59:34,2018-05-11
738782,2018-05-11 19:59:39,2018-05-11
1901503,2018-05-11 19:59:42,2018-05-11
132838,2018-05-11 19:59:47,2018-05-11
759612,2018-05-11 19:59:48,2018-05-11
1548584,2018-05-11 19:59:51,2018-05-11
1191985,2018-05-11 19:59:56,2018-05-11
1289092,2018-05-11 19:59:59,2018-05-11
1087147,2018-05-11 20:00:10,2018-05-11
2110065,2018-05-11 20:00:12,2018-05-11
1385695,2018-05-11 20:00:20,2018-05-11
1261714,2018-05-11 20:00:21,2018-05-11
769628,2018-05-11 20:00:21,2018-05-11
640302,2018-05-11 20:00:28,2018-05-11
1832698,2018-05-11 20:00:29,2018-05-11
848226,2018-05-11 20:00:30,2018-05-11
1781278,2018-05-11 20:00:30,2018-05-11
1982388,2018-05-11 20:00:32,2018-05-11
1854922,2018-05-11 20:00:33,2018-05-11
2116373,2018-05-11 20:00:36,2018-05-11
2064632,2018-05-11 20:00:40,2018-05-11
146852,2018-05-11 20:00:40,2018-05-11
978048,2018-05-11 20:00:40,2018-05-11
2040241,2018-05-11 20:00:41,2018-05-11
1631087,2018-05-11 20:00:44,2018-05-11
1212949,2018-05-11 20:00:49,2018-05-11
1161888,2018-05-11 20:00:50,2018-05-11
1295399,2018-05-11 20:00:51,2018-05-11
2116065,2018-05-11 20:00:53,2018-05-11
1219053,2018-05-11 20:00:57,2018-05-11
868956,2018-05-11 20:01:08,2018-05-11
1549952,2018-05-11 20:01:11,2018-05-11
1219745,2018-05-11 20:01:14,2018-05-11
1189843,2018-05-11 20:01:14,2018-05-11
1269588,2018-05-11 20:01:17,2018-05-11
204437,2018-05-11 20:01:18,2018-05-11
1557251,2018-05-11 20:01:22,2018-05-11
2048851,2018-05-11 20:01:23,2018-05-11
1680078,2018-05-11 20:01:23,2018-05-11
1295399,2018-05-11 20:01:24,2018-05-11
1164649,2018-05-11 20:01:41,2018-05-11
180005,2018-05-11 20:01:42,2018-05-11
1175287,2018-05-11 20:01:49,2018-05-11
1295399,2018-05-11 20:01:54,2018-05-11
680144,2018-05-11 20:02:01,2018-05-11
771585,2018-05-11 20:02:09,2018-05-11
834431,2018-05-11 20:02:11,2018-05-11
922064,2018-05-11 20:02:14,2018-05-11
642798,2018-05-11 20:02:14,2018-05-11
2093973,2018-05-11 20:02:15,2018-05-11
731396,2018-05-11 20:02:16,2018-05-11
681604,2018-05-11 20:02:16,2018-05-11
1598449,2018-05-11 20:02:21,2018-05-11
1269987,2018-05-11 20:02:24,2018-05-11
1927982,2018-05-11 20:02:24,2018-05-11
1930310,2018-05-11 20:02:30,2018-05-11
1442960,2018-05-11 20:02:38,2018-05-11
2011695,2018-05-11 20:02:41,2018-05-11
1474772,2018-05-11 20:02:50,2018-05-11
1482205,2018-05-11 20:02:57,2018-05-11
676646,2018-05-11 20:02:57,2018-05-11
1211364,2018-05-11 20:03:03,2018-05-11
1889192,2018-05-11 20:03:07,2018-05-11
1912021,2018-05-11 20:03:08,2018-05-11
927503,2018-05-11 20:03:11,2018-05-11
1643992,2018-05-11 20:03:30,2018-05-11
757045,2018-05-11 20:03:37,2018-05-11
1750907,2018-05-11 20:03:41,2018-05-11
2116576,2018-05-11 20:03:44,2018-05-11
1559129,2018-05-11 20:03:57,2018-05-11
769628,2018-05-11 20:04:02,2018-05-11
825347,2018-05-11 20:04:06,2018-05-11
729257,2018-05-11 20:04:08,2018-05-11
2106952,2018-05-11 20:04:11,2018-05-11
1913641,2018-05-11 20:04:12,2018-05-11
937707,2018-05-11 20:04:15,2018-05-11
1071760,2018-05-11 20:04:18,2018-05-11
339011,2018-05-11 20:04:24,2018-05-11
1630957,2018-05-11 20:04:35,2018-05-11
1386057,2018-05-11 20:04:40,2018-05-11
1903886,2018-05-11 20:04:44,2018-05-11
2036067,2018-05-11 20:04:46,2018-05-11
754353,2018-05-11 20:04:46,2018-05-11
829615,2018-05-11 20:04:49,2018-05-11
2068081,2018-05-11 20:04:50,2018-05-11
653714,2018-05-11 20:04:53,2018-05-11
956871,2018-05-11 20:04:55,2018-05-11
969619,2018-05-11 20:05:01,2018-05-11
1384947,2018-05-11 20:05:02,2018-05-11
862476,2018-05-11 20:05:03,2018-05-11
1175287,2018-05-11 20:05:04,2018-05-11
1968498,2018-05-11 20:05:19,2018-05-11
1615739,2018-05-11 20:05:22,2018-05-11
681283,2018-05-11 20:05:22,2018-05-11
152583,2018-05-11 20:05:23,2018-05-11
956380,2018-05-11 20:05:35,2018-05-11
1950512,2018-05-11 20:05:36,2018-05-11
756901,2018-05-11 20:05:36,2018-05-11
1413670,2018-05-11 20:05:37,2018-05-11
1875262,2018-05-11 20:05:39,2018-05-11
999334,2018-05-11 20:05:51,2018-05-11
1013035,2018-05-11 20:05:56,2018-05-11
1161415,2018-05-11 20:05:57,2018-05-11
1306206,2018-05-11 20:06:07,2018-05-11
2045564,2018-05-11 20:06:07,2018-05-11
919365,2018-05-11 20:06:10,2018-05-11
1903276,2018-05-11 20:06:12,2018-05-11
914220,2018-05-11 20:06:12,2018-05-11
1631087,2018-05-11 20:06:15,2018-05-11
2077565,2018-05-11 20:06:19,2018-05-11
2065734,2018-05-11 20:06:23,2018-05-11
1912588,2018-05-11 20:06:26,2018-05-11
679277,2018-05-11 20:06:29,2018-05-11
994083,2018-05-11 20:06:29,2018-05-11
1645171,2018-05-11 20:06:29,2018-05-11
690685,2018-05-11 20:06:32,2018-05-11
1478209,2018-05-11 20:06:33,2018-05-11
1396965,2018-05-11 20:06:40,2018-05-11
2116401,2018-05-11 20:06:41,2018-05-11
1730387,2018-05-11 20:06:41,2018-05-11
1146111,2018-05-11 20:06:53,2018-05-11
994083,2018-05-11 20:07:00,2018-05-11
872445,2018-05-11 20:07:03,2018-05-11
1737016,2018-05-11 20:07:04,2018-05-11
1269588,2018-05-11 20:07:26,2018-05-11
-4,2018-05-11 20:07:28,2018-05-11
2023002,2018-05-11 20:07:33,2018-05-11
1328509,2018-05-11 20:07:35,2018-05-11
1192526,2018-05-11 20:07:41,2018-05-11
1829607,2018-05-11 20:07:43,2018-05-11
1487591,2018-05-11 20:07:45,2018-05-11
134895,2018-05-11 20:07:45,2018-05-11
1254118,2018-05-11 20:07:48,2018-05-11
1645171,2018-05-11 20:07:49,2018-05-11
-5,2018-05-11 20:07:49,2018-05-11
1006612,2018-05-11 20:07:54,2018-05-11
937707,2018-05-11 20:07:56,2018-05-11
1008965,2018-05-11 20:07:57,2018-05-11
2034500,2018-05-11 20:08:08,2018-05-11
1193915,2018-05-11 20:08:11,2018-05-11
1839800,2018-05-11 20:08:12,2018-05-11
1177579,2018-05-11 20:08:16,2018-05-11
1242503,2018-05-11 20:08:16,2018-05-11
922149,2018-05-11 20:08:19,2018-05-11
1985719,2018-05-11 20:08:22,2018-05-11
647928,2018-05-11 20:08:22,2018-05-11
2116579,2018-05-11 20:08:22,2018-05-11
975066,2018-05-11 20:08:23,2018-05-11
1177484,2018-05-11 20:08:23,2018-05-11
681650,2018-05-11 20:08:23,2018-05-11
1407087,2018-05-11 20:08:23,2018-05-11
2040241,2018-05-11 20:08:29,2018-05-11
1645171,2018-05-11 20:08:30,2018-05-11
138368,2018-05-11 20:08:33,2018-05-11
2095272,2018-05-11 20:08:37,2018-05-11
1262400,2018-05-11 20:08:38,2018-05-11
795180,2018-05-11 20:08:51,2018-05-11
956871,2018-05-11 20:08:52,2018-05-11
899324,2018-05-11 20:08:54,2018-05-11
2085258,2018-05-11 20:08:57,2018-05-11
2064148,2018-05-11 20:08:59,2018-05-11
1372491,2018-05-11 20:09:04,2018-05-11
74330,2018-05-11 20:09:05,2018-05-11
1203892,2018-05-11 20:09:08,2018-05-11
1206710,2018-05-11 20:09:12,2018-05-11
1221080,2018-05-11 20:09:17,2018-05-11
2003225,2018-05-11 20:09:24,2018-05-11
1380441,2018-05-11 20:09:24,2018-05-11
1003067,2018-05-11 20:09:27,2018-05-11
2077565,2018-05-11 20:09:32,2018-05-11
983715,2018-05-11 20:09:34,2018-05-11
1220450,2018-05-11 20:09:42,2018-05-11
2042839,2018-05-11 20:09:45,2018-05-11
907729,2018-05-11 20:09:48,2018-05-11
1694001,2018-05-11 20:09:55,2018-05-11
1179337,2018-05-11 20:10:08,2018-05-11
738782,2018-05-11 20:10:12,2018-05-11
793550,2018-05-11 20:10:16,2018-05-11
982180,2018-05-11 20:10:21,2018-05-11
1148437,2018-05-11 20:10:24,2018-05-11
1303476,2018-05-11 20:10:32,2018-05-11
984862,2018-05-11 20:10:33,2018-05-11
2104239,2018-05-11 20:10:40,2018-05-11
2093482,2018-05-11 20:10:43,2018-05-11
1604587,2018-05-11 20:10:45,2018-05-11
1210430,2018-05-11 20:10:46,2018-05-11
1591956,2018-05-11 20:10:50,2018-05-11
1656626,2018-05-11 20:10:53,2018-05-11
1589660,2018-05-11 20:10:55,2018-05-11
2106580,2018-05-11 20:10:55,2018-05-11
958078,2018-05-11 20:10:59,2018-05-11
2025623,2018-05-11 20:11:01,2018-05-11
2116466,2018-05-11 20:11:03,2018-05-11
2055772,2018-05-11 20:11:13,2018-05-11
1196620,2018-05-11 20:11:16,2018-05-11
1527211,2018-05-11 20:11:19,2018-05-11
1156948,2018-05-11 20:11:19,2018-05-11
1907861,2018-05-11 20:11:20,2018-05-11
1164649,2018-05-11 20:11:24,2018-05-11
2098704,2018-05-11 20:11:31,2018-05-11
1993167,2018-05-11 20:11:39,2018-05-11
1260156,2018-05-11 20:11:40,2018-05-11
807895,2018-05-11 20:11:40,2018-05-11
1258492,2018-05-11 20:11:43,2018-05-11
2078874,2018-05-11 20:11:43,2018-05-11
1254962,2018-05-11 20:11:45,2018-05-11
2078209,2018-05-11 20:11:51,2018-05-11
1148437,2018-05-11 20:11:53,2018-05-11
1863932,2018-05-11 20:11:55,2018-05-11
2030747,2018-05-11 20:11:56,2018-05-11
1381226,2018-05-11 20:11:57,2018-05-11
1598449,2018-05-11 20:12:10,2018-05-11
832426,2018-05-11 20:12:10,2018-05-11
1863239,2018-05-11 20:12:11,2018-05-11
2107332,2018-05-11 20:12:15,2018-05-11
2085790,2018-05-11 20:12:23,2018-05-11
1882749,2018-05-11 20:12:28,2018-05-11
1615739,2018-05-11 20:12:42,2018-05-11
805459,2018-05-11 20:12:43,2018-05-11
88692,2018-05-11 20:12:46,2018-05-11
1747744,2018-05-11 20:12:47,2018-05-11
1557920,2018-05-11 20:12:52,2018-05-11
1281505,2018-05-11 20:12:56,2018-05-11
918685,2018-05-11 20:12:59,2018-05-11
1945140,2018-05-11 20:13:02,2018-05-11
1326895,2018-05-11 20:13:13,2018-05-11
-4,2018-05-11 20:13:22,2018-05-11
-5,2018-05-11 20:13:23,2018-05-11
1657647,2018-05-11 20:13:26,2018-05-11
1188165,2018-05-11 20:13:28,2018-05-11
1978176,2018-05-11 20:13:30,2018-05-11
2114500,2018-05-11 20:13:30,2018-05-11
2060760,2018-05-11 20:13:33,2018-05-11
1598400,2018-05-11 20:13:39,2018-05-11
1483868,2018-05-11 20:13:39,2018-05-11
1328029,2018-05-11 20:13:47,2018-05-11
2108413,2018-05-11 20:13:47,2018-05-11
1952338,2018-05-11 20:13:52,2018-05-11
-5,2018-05-11 20:13:58,2018-05-11
1188204,2018-05-11 20:14:00,2018-05-11
2116582,2018-05-11 20:14:02,2018-05-11
-4,2018-05-11 20:14:07,2018-05-11
2116212,2018-05-11 20:14:10,2018-05-11
2116583,2018-05-11 20:14:15,2018-05-11
1874769,2018-05-11 20:14:16,2018-05-11
-4,2018-05-11 20:14:20,2018-05-11
970722,2018-05-11 20:14:21,2018-05-11
2106047,2018-05-11 20:14:21,2018-05-11
2116583,2018-05-11 20:14:21,2018-05-11
1393263,2018-05-11 20:14:22,2018-05-11
1555821,2018-05-11 20:14:30,2018-05-11
1161888,2018-05-11 20:14:35,2018-05-11
-5,2018-05-11 20:14:43,2018-05-11
1407063,2018-05-11 20:14:44,2018-05-11
2059824,2018-05-11 20:14:48,2018-05-11
2107458,2018-05-11 20:14:52,2018-05-11
1179275,2018-05-11 20:15:00,2018-05-11
1295399,2018-05-11 20:15:01,2018-05-11
1075283,2018-05-11 20:15:01,2018-05-11
1162650,2018-05-11 20:15:02,2018-05-11
-4,2018-05-11 20:15:04,2018-05-11
919303,2018-05-11 20:15:08,2018-05-11
1263109,2018-05-11 20:15:08,2018-05-11
2037571,2018-05-11 20:15:09,2018-05-11
-5,2018-05-11 20:15:18,2018-05-11
1156293,2018-05-11 20:15:24,2018-05-11
1313347,2018-05-11 20:15:31,2018-05-11
2116584,2018-05-11 20:15:41,2018-05-11
653367,2018-05-11 20:15:47,2018-05-11
1913641,2018-05-11 20:16:03,2018-05-11
1943916,2018-05-11 20:16:04,2018-05-11
1331612,2018-05-11 20:16:09,2018-05-11
1401984,2018-05-11 20:16:10,2018-05-11
2111540,2018-05-11 20:16:12,2018-05-11
1178631,2018-05-11 20:16:15,2018-05-11
951717,2018-05-11 20:16:15,2018-05-11
1161415,2018-05-11 20:16:21,2018-05-11
2114243,2018-05-11 20:16:36,2018-05-11
2044562,2018-05-11 20:16:36,2018-05-11
2064632,2018-05-11 20:16:44,2018-05-11
2112232,2018-05-11 20:16:46,2018-05-11
2116401,2018-05-11 20:16:48,2018-05-11
1506570,2018-05-11 20:16:48,2018-05-11
815064,2018-05-11 20:16:52,2018-05-11
1307038,2018-05-11 20:16:58,2018-05-11
1603063,2018-05-11 20:16:58,2018-05-11
1173726,2018-05-11 20:17:04,2018-05-11
682191,2018-05-11 20:17:08,2018-05-11
1219053,2018-05-11 20:17:13,2018-05-11
1163234,2018-05-11 20:17:14,2018-05-11
909588,2018-05-11 20:17:22,2018-05-11
1465108,2018-05-11 20:17:23,2018-05-11
2116585,2018-05-11 20:17:23,2018-05-11
789339,2018-05-11 20:17:24,2018-05-11
1551255,2018-05-11 20:17:30,2018-05-11
788996,2018-05-11 20:17:31,2018-05-11
1592546,2018-05-11 20:17:33,2018-05-11
649622,2018-05-11 20:17:35,2018-05-11
2067931,2018-05-11 20:17:35,2018-05-11
1841829,2018-05-11 20:17:40,2018-05-11
2106558,2018-05-11 20:17:49,2018-05-11
1407087,2018-05-11 20:17:50,2018-05-11
2115198,2018-05-11 20:17:51,2018-05-11
789303,2018-05-11 20:17:52,2018-05-11
1776420,2018-05-11 20:18:01,2018-05-11
1632220,2018-05-11 20:18:03,2018-05-11
1976784,2018-05-11 20:18:12,2018-05-11
-4,2018-05-11 20:18:14,2018-05-11
857099,2018-05-11 20:18:19,2018-05-11
1473576,2018-05-11 20:18:21,2018-05-11
860677,2018-05-11 20:18:24,2018-05-11
1287586,2018-05-11 20:18:24,2018-05-11
2109620,2018-05-11 20:18:32,2018-05-11
1190369,2018-05-11 20:18:37,2018-05-11
1191108,2018-05-11 20:18:40,2018-05-11
1465108,2018-05-11 20:18:43,2018-05-11
108398,2018-05-11 20:18:44,2018-05-11
1192526,2018-05-11 20:18:50,2018-05-11
2016426,2018-05-11 20:19:00,2018-05-11
1646303,2018-05-11 20:19:03,2018-05-11
1396695,2018-05-11 20:19:03,2018-05-11
1372440,2018-05-11 20:19:04,2018-05-11
2116561,2018-05-11 20:19:07,2018-05-11
1161070,2018-05-11 20:19:14,2018-05-11
1689032,2018-05-11 20:19:14,2018-05-11
1435427,2018-05-11 20:19:19,2018-05-11
2009923,2018-05-11 20:19:22,2018-05-11
1318176,2018-05-11 20:19:23,2018-05-11
1720622,2018-05-11 20:19:32,2018-05-11
2116586,2018-05-11 20:19:39,2018-05-11
2011695,2018-05-11 20:19:40,2018-05-11
1898565,2018-05-11 20:19:43,2018-05-11
994291,2018-05-11 20:19:44,2018-05-11
965341,2018-05-11 20:19:48,2018-05-11
1253882,2018-05-11 20:19:48,2018-05-11
1555398,2018-05-11 20:20:02,2018-05-11
729504,2018-05-11 20:20:08,2018-05-11
1469651,2018-05-11 20:20:09,2018-05-11
1368363,2018-05-11 20:20:09,2018-05-11
2108018,2018-05-11 20:20:14,2018-05-11
976034,2018-05-11 20:20:16,2018-05-11
1251960,2018-05-11 20:20:16,2018-05-11
783748,2018-05-11 20:20:17,2018-05-11
1471581,2018-05-11 20:20:20,2018-05-11
1906252,2018-05-11 20:20:22,2018-05-11
1243867,2018-05-11 20:20:35,2018-05-11
1559129,2018-05-11 20:20:37,2018-05-11
1880737,2018-05-11 20:20:39,2018-05-11
801122,2018-05-11 20:20:44,2018-05-11
-4,2018-05-11 20:20:45,2018-05-11
2116586,2018-05-11 20:20:46,2018-05-11
1218104,2018-05-11 20:20:49,2018-05-11
1274106,2018-05-11 20:20:50,2018-05-11
1115830,2018-05-11 20:20:53,2018-05-11
2060045,2018-05-11 20:20:53,2018-05-11
2116588,2018-05-11 20:20:59,2018-05-11
1255847,2018-05-11 20:21:03,2018-05-11
2114279,2018-05-11 20:21:06,2018-05-11
1482205,2018-05-11 20:21:06,2018-05-11
1259069,2018-05-11 20:21:11,2018-05-11
1261514,2018-05-11 20:21:31,2018-05-11
2116586,2018-05-11 20:21:31,2018-05-11
724534,2018-05-11 20:21:32,2018-05-11
1979459,2018-05-11 20:21:36,2018-05-11
1835130,2018-05-11 20:21:41,2018-05-11
1747744,2018-05-11 20:21:43,2018-05-11
1540927,2018-05-11 20:21:46,2018-05-11
876298,2018-05-11 20:21:50,2018-05-11
2090820,2018-05-11 20:21:50,2018-05-11
1422389,2018-05-11 20:21:54,2018-05-11
1375229,2018-05-11 20:21:58,2018-05-11
1196414,2018-05-11 20:22:08,2018-05-11
1251960,2018-05-11 20:22:17,2018-05-11
1207053,2018-05-11 20:22:19,2018-05-11
630917,2018-05-11 20:22:20,2018-05-11
2109731,2018-05-11 20:22:24,2018-05-11
1256631,2018-05-11 20:22:27,2018-05-11
1203397,2018-05-11 20:22:27,2018-05-11
1708613,2018-05-11 20:22:30,2018-05-11
1258492,2018-05-11 20:22:34,2018-05-11
2090820,2018-05-11 20:22:40,2018-05-11
1615739,2018-05-11 20:22:41,2018-05-11
826128,2018-05-11 20:22:45,2018-05-11
1281787,2018-05-11 20:22:49,2018-05-11
949024,2018-05-11 20:22:53,2018-05-11
1395937,2018-05-11 20:23:11,2018-05-11
1993135,2018-05-11 20:23:15,2018-05-11
2112334,2018-05-11 20:23:26,2018-05-11
652910,2018-05-11 20:23:32,2018-05-11
2090820,2018-05-11 20:23:33,2018-05-11
1380441,2018-05-11 20:23:37,2018-05-11
1408809,2018-05-11 20:23:41,2018-05-11
1178457,2018-05-11 20:23:45,2018-05-11
1680119,2018-05-11 20:23:48,2018-05-11
1722527,2018-05-11 20:23:58,2018-05-11
1270749,2018-05-11 20:24:00,2018-05-11
2115792,2018-05-11 20:24:04,2018-05-11
1997143,2018-05-11 20:24:08,2018-05-11
1208460,2018-05-11 20:24:11,2018-05-11
1616524,2018-05-11 20:24:14,2018-05-11
894490,2018-05-11 20:24:15,2018-05-11
1546618,2018-05-11 20:24:18,2018-05-11
2084040,2018-05-11 20:24:19,2018-05-11
1211319,2018-05-11 20:24:20,2018-05-11
967832,2018-05-11 20:24:20,2018-05-11
1147973,2018-05-11 20:24:25,2018-05-11
1616524,2018-05-11 20:24:27,2018-05-11
2106129,2018-05-11 20:24:29,2018-05-11
875512,2018-05-11 20:24:33,2018-05-11
2116401,2018-05-11 20:24:36,2018-05-11
2091104,2018-05-11 20:24:45,2018-05-11
1265989,2018-05-11 20:24:46,2018-05-11
230678,2018-05-11 20:24:47,2018-05-11
1208460,2018-05-11 20:24:49,2018-05-11
1745836,2018-05-11 20:24:49,2018-05-11
1488443,2018-05-11 20:24:58,2018-05-11
1372491,2018-05-11 20:25:02,2018-05-11
1196740,2018-05-11 20:25:03,2018-05-11
1540173,2018-05-11 20:25:04,2018-05-11
-4,2018-05-11 20:25:06,2018-05-11
617383,2018-05-11 20:25:09,2018-05-11
1388607,2018-05-11 20:25:12,2018-05-11
1174989,2018-05-11 20:25:15,2018-05-11
1730905,2018-05-11 20:25:16,2018-05-11
2095749,2018-05-11 20:25:17,2018-05-11
2116590,2018-05-11 20:25:19,2018-05-11
1197108,2018-05-11 20:25:28,2018-05-11
1457166,2018-05-11 20:25:29,2018-05-11
1386298,2018-05-11 20:25:34,2018-05-11
1186154,2018-05-11 20:25:35,2018-05-11
2062556,2018-05-11 20:25:36,2018-05-11
2116591,2018-05-11 20:25:39,2018-05-11
2116591,2018-05-11 20:25:45,2018-05-11
1540927,2018-05-11 20:25:47,2018-05-11
1761428,2018-05-11 20:25:54,2018-05-11
2102803,2018-05-11 20:26:01,2018-05-11
1550612,2018-05-11 20:26:08,2018-05-11
1324650,2018-05-11 20:26:23,2018-05-11
2078783,2018-05-11 20:26:24,2018-05-11
1187755,2018-05-11 20:26:28,2018-05-11
1327848,2018-05-11 20:26:29,2018-05-11
1278387,2018-05-11 20:26:35,2018-05-11
582106,2018-05-11 20:26:38,2018-05-11
808146,2018-05-11 20:26:39,2018-05-11
1557056,2018-05-11 20:26:41,2018-05-11
2085790,2018-05-11 20:26:42,2018-05-11
845943,2018-05-11 20:26:52,2018-05-11
132838,2018-05-11 20:26:52,2018-05-11
980671,2018-05-11 20:26:55,2018-05-11
1866061,2018-05-11 20:27:03,2018-05-11
1749381,2018-05-11 20:27:05,2018-05-11
890046,2018-05-11 20:27:05,2018-05-11
1150548,2018-05-11 20:27:08,2018-05-11
629733,2018-05-11 20:27:10,2018-05-11
159350,2018-05-11 20:27:10,2018-05-11
1206595,2018-05-11 20:27:14,2018-05-11
646329,2018-05-11 20:27:15,2018-05-11
1381226,2018-05-11 20:27:16,2018-05-11
966815,2018-05-11 20:27:18,2018-05-11
2107725,2018-05-11 20:27:19,2018-05-11
1690872,2018-05-11 20:27:30,2018-05-11
1331115,2018-05-11 20:27:32,2018-05-11
2111031,2018-05-11 20:27:32,2018-05-11
2085393,2018-05-11 20:27:38,2018-05-11
876572,2018-05-11 20:27:42,2018-05-11
1903886,2018-05-11 20:27:43,2018-05-11
1331538,2018-05-11 20:27:50,2018-05-11
1253940,2018-05-11 20:27:55,2018-05-11
1715155,2018-05-11 20:28:05,2018-05-11
1213534,2018-05-11 20:28:08,2018-05-11
1657647,2018-05-11 20:28:12,2018-05-11
1218488,2018-05-11 20:28:17,2018-05-11
146852,2018-05-11 20:28:19,2018-05-11
1478292,2018-05-11 20:28:25,2018-05-11
1451699,2018-05-11 20:28:51,2018-05-11
